"Laps","Time","Cumulative Time","Distance","Avg HR","Max HR","Total Ascent","Total Descent","Avg Run Cadence","Avg Stride Length","Calories","Max Run Cadence","Time_seconds","Zones","Month"
21,"6:06.2","56:52",1,141,148,5,6,172,0,82,184,366.2,"Z1","February"
22,"3:36.2","1:00:28",0.59,137,147,8,0,171,0,44,184,216.2,"Z1","February"
1,"6:19.6","6:19.6",1,123,140,13,18,178,0,79,192,379.6,"Z1","February"
2,"5:40.8","12:00",1,123,131,0,9,178,0,74,190,340.8,"Z1","February"
3,"5:43.2","17:44",1,124,130,0,8,180,0,76,189,343.2,"Z1","February"
4,"5:44.4","23:28",1,129,139,10,4,175,0,79,185,344.4,"Z1","February"
5,"5:39.6","29:08",1,129,134,7,16,177,1,78,185,339.6,"Z1","February"
6,"5:50.3","34:58",1,132,140,5,5,176,0,79,184,350.3,"Z1","February"
7,"5:38.3","40:36",1,136,142,0,3,176,1,81,183,338.3,"Z1","February"
8,"6:29.3","47:06",1,137,145,28,0,165,0,87,183,389.3,"Z1","February"
9,"1:22.6","48:28",0.19,127,135,0,0,152,0,14,221,82.6,"Z1","February"
1,"6:43.7","6:43.7",1,120,139,9,22,169,0,83,189,403.7,"Z1","February"
2,"5:42.9","12:27",1,122,128,19,10,181,0,74,185,342.9,"Z1","February"
3,"5:54.2","18:21",1,120,124,2,9,178,0,70,183,354.2,"Z1","February"
4,"5:48.9","24:10",1,120,125,8,2,176,0,73,188,348.9,"Z1","February"
5,"2:16.2","26:26",0.17,124,141,10,18,71,1,28,192,136.2,"Z1","February"
6,"3:54.7","30:20",1,144,159,5,0,183,1,61,194,234.7,"Z1","February"
7,"3:51.3","34:12",1,160,163,0,5,186,1,69,190,231.3,"Z3","February"
8,"3:50.2","38:02",1,156,167,1,0,183,1,64,193,230.2,"Z2","February"
9,"3:52.2","41:54",1,168,169,0,0,186,1,72,191,232.2,"Z3","February"
10,"3:52.1","45:46",1,162,172,0,0,186,1,67,194,232.1,"Z3","February"
11,"3:43.7","49:30",1,173,175,0,0,186,1,72,192,223.7,"Z3","February"
12,"6:32.5","56:03",1,143,175,0,0,171,0,84,192,392.5,"Z1","February"
13,"3:55.3","59:58",0.67,147,152,33,21,172,0,54,183,235.3,"Z2","February"
1,"5:44.7","5:44.7",1,116,126,4,6,182,0,73,190,344.7,"Z1","February"
2,"5:21.2","11:06",1,125,131,6,0,184,1,74,187,321.2,"Z1","February"
3,"5:19.1","16:25",1,127,131,19,22,182,1,74,189,319.1,"Z1","February"
4,"5:17.6","21:43",1,127,134,32,31,177,1,69,187,317.6,"Z1","February"
5,"5:05.1","26:48",1,131,138,19,27,181,1,71,187,305.1,"Z1","February"
6,"5:14.5","32:02",1,130,142,8,8,178,1,71,187,314.5,"Z1","February"
7,"5:07.9","37:10",1,132,136,2,0,179,1,70,184,307.9,"Z1","February"
8,"5:13.6","42:24",1,130,137,4,0,176,1,68,184,313.6,"Z1","February"
9,"5:11.3","47:35",1,133,139,7,0,177,1,70,186,311.3,"Z1","February"
10,"5:08.4","52:43",1,132,138,8,12,179,1,73,185,308.4,"Z1","February"
11,"0:16.6","53:00",0.05,133,135,0,0,176,1,4,178,16.6,"Z1","February"
12,"3:59.7","57:00",1,138,152,13,10,185,1,62,196,239.7,"Z1","February"
13,"3:55.9","1:00:56",1,155,160,0,5,185,1,68,190,235.9,"Z2","February"
14,"3:53.5","1:04:49",1,160,163,3,7,186,1,69,190,233.5,"Z3","February"
15,"3:53.1","1:08:42",1,165,169,2,0,185,1,71,188,233.1,"Z3","February"
16,"3:54.1","1:12:36",1,164,166,0,0,183,1,71,189,234.1,"Z3","February"
17,"4:01.1","1:16:37",1,166,169,5,3,183,1,73,188,241.1,"Z3","February"
18,"3:50.3","1:20:28",1,169,171,3,0,184,1,71,188,230.3,"Z3","February"
19,"3:53.0","1:24:21",1,172,174,7,14,185,1,74,188,233,"Z3","February"
20,"5:26.4","1:29:47",1,141,175,11,3,175,1,69,188,326.4,"Z1","February"
21,"5:46.6","1:35:34",1,141,146,4,6,178,0,75,186,346.6,"Z1","February"
22,"5:57.0","1:41:31",1,140,143,0,5,178,0,77,183,357,"Z1","February"
23,"6:19.3","1:47:50",1,136,142,11,12,173,0,78,188,379.3,"Z1","February"
24,"7:01.6","1:54:51",1,134,142,32,26,174,0,68,185,421.6,"Z1","February"
25,"6:01.7","2:00:53",1,137,139,5,12,178,0,82,189,361.7,"Z1","February"
26,"2:24.8","2:03:18",0.33,135,141,9,0,161,0,25,183,144.8,"Z1","February"
1,"6:21.7","6:21.7",1,111,130,5,12,172,0,70,190,381.7,"Z1","February"
2,"5:33.3","11:55",1,118,125,4,3,180,1,70,185,333.3,"Z1","February"
3,"6:33.3","18:28",1,113,129,0,6,152,1,69,188,393.3,"Z1","February"
4,"0:11.0","18:39",0.02,113,120,0,0,160,0,3,188,11,"Z1","February"
5,"0:43.7","19:23",0.22,96,125,6,0,178,1,7,198,43.7,"Z1","February"
6,"0:34.3","19:57",0.16,113,128,0,0,163,1,5,202,34.3,"Z1","February"
7,"0:40.2","20:37",0.18,114,130,0,8,176,1,6,200,40.2,"Z1","February"
8,"0:40.8","21:18",0.2,127,148,0,0,173,1,8,202,40.8,"Z1","February"
9,"1:21.1","22:39",0.41,144,161,1,0,183,1,21,198,81.1,"Z1","February"
10,"1:21.5","24:01",0.4,138,163,0,0,186,1,18,198,81.5,"Z1","February"
11,"1:20.3","25:21",0.41,141,166,0,0,179,1,20,202,80.3,"Z1","February"
12,"1:20.9","26:42",0.42,142,167,0,0,179,1,19,202,80.9,"Z1","February"
13,"1:20.5","28:03",0.41,145,168,0,0,179,1,19,200,80.5,"Z2","February"
14,"1:20.8","29:23",0.41,146,169,0,0,182,1,18,200,80.8,"Z2","February"
15,"1:19.6","30:43",0.4,147,170,0,0,179,1,18,201,79.6,"Z2","February"
16,"1:21.6","32:05",0.41,147,169,10,0,190,1,21,200,81.6,"Z2","February"
17,"5:31.9","37:37",1,133,169,4,8,176,1,72,188,331.9,"Z1","February"
18,"5:33.9","43:10",1,139,145,3,8,176,1,78,186,333.9,"Z1","February"
19,"3:38.1","46:49",0.65,132,138,10,0,171,1,49,186,218.1,"Z1","February"
1,"5:59.0","5:59.0",1,130,152,26,32,179,0,78,191,359,"Z1","February"
2,"5:44.1","11:43",1,123,145,23,28,180,0,76,188,344.1,"Z1","February"
3,"5:24.6","17:08",1,129,135,19,18,179,1,76,185,324.6,"Z1","February"
4,"5:29.9","22:38",1,131,138,3,0,180,1,78,187,329.9,"Z1","February"
5,"5:23.5","28:01",1,130,139,0,7,177,1,74,183,323.5,"Z1","February"
6,"5:34.8","33:36",1,131,136,2,3,178,1,75,184,334.8,"Z1","February"
7,"5:49.3","39:25",1,132,144,14,5,176,0,81,186,349.3,"Z1","February"
8,"5:11.9","44:37",1,136,140,10,13,180,1,73,184,311.9,"Z1","February"
9,"5:20.8","49:58",1,137,140,10,5,179,1,77,189,320.8,"Z1","February"
10,"0:43.4","50:41",0.12,135,137,0,0,175,0,10,181,43.4,"Z1","February"
1,"6:27.0","6:27.0",1,118,138,5,5,180,0,74,192,387,"Z1","February"
2,"5:20.2","11:47",1,127,131,0,0,182,1,75,189,320.2,"Z1","February"
3,"6:14.2","18:01",1,118,133,15,10,170,0,73,189,374.2,"Z1","February"
4,"5:39.7","23:41",1,123,130,0,7,175,1,72,181,339.7,"Z1","February"
5,"3:51.2","27:32",0.64,123,143,13,7,177,0,50,203,231.2,"Z1","February"
6,"3:52.2","31:25",1,142,158,3,6,186,1,62,195,232.2,"Z1","February"
7,"3:52.7","35:17",1,161,163,1,3,186,1,68,190,232.7,"Z3","February"
8,"3:50.5","39:08",1,165,166,0,0,185,1,70,189,230.5,"Z3","February"
9,"3:51.6","42:59",1,156,166,2,0,183,1,64,190,231.6,"Z2","February"
10,"3:47.4","46:47",1,168,170,0,2,185,1,70,189,227.4,"Z3","February"
11,"0:47.9","47:35",0.13,129,170,0,0,168,0,10,190,47.9,"Z1","February"
1,"8:01.5","8:01.5",1,121,143,67,0,172,0,100,184,481.5,"Z1","February"
2,"6:37.3","14:39",1,135,144,48,0,176,0,97,189,397.3,"Z1","February"
3,"6:37.4","21:16",1,126,145,35,7,175,0,83,187,397.4,"Z1","February"
4,"6:21.0","27:37",1,129,142,31,10,180,0,86,190,381,"Z1","February"
5,"5:36.2","33:13",1,131,144,0,15,178,1,79,194,336.2,"Z1","February"
6,"6:10.9","39:24",1,126,135,16,2,180,0,82,194,370.9,"Z1","February"
7,"6:01.6","45:26",1,113,127,0,88,175,0,69,187,361.6,"Z1","February"
8,"6:18.4","51:44",1,108,125,0,74,171,0,55,188,378.4,"Z1","February"
9,"6:05.3","57:50",1,118,138,0,19,176,0,79,184,365.3,"Z1","February"
10,"4:18.2","1:02:08",0.66,120,138,12,0,163,0,58,188,258.2,"Z1","February"
1,"6:21.0","6:21.0",1,112,127,0,15,178,0,75,190,381,"Z1","February"
2,"5:26.4","11:47",1,126,131,13,9,185,0,76,190,326.4,"Z1","February"
3,"4:45.6","16:33",1,130,134,0,0,183,1,70,188,285.6,"Z1","February"
4,"4:47.2","21:20",1,133,139,3,4,180,1,69,200,287.2,"Z1","February"
5,"4:59.9","26:20",1,128,132,3,0,185,1,67,189,299.9,"Z1","February"
6,"5:04.7","31:25",1,132,135,29,32,183,1,72,190,304.7,"Z1","February"
7,"5:24.5","36:49",1,127,138,38,36,179,1,68,189,324.5,"Z1","February"
8,"5:24.0","42:13",1,128,133,27,34,182,1,70,189,324,"Z1","February"
9,"5:01.7","47:15",1,131,138,32,24,183,1,67,191,301.7,"Z1","February"
10,"4:49.9","52:05",1,135,137,3,10,184,1,69,192,289.9,"Z1","February"
11,"4:57.2","57:02",1,137,143,3,0,182,1,72,190,297.2,"Z1","February"
12,"5:17.1","1:02:19",1,129,137,3,6,176,1,68,192,317.1,"Z1","February"
13,"5:32.6","1:07:52",1,129,136,5,0,180,1,86,190,332.6,"Z1","February"
14,"5:22.5","1:13:14",1,127,131,7,5,180,1,81,185,322.5,"Z1","February"
15,"5:20.0","1:18:34",1,129,140,10,8,177,1,76,191,320,"Z1","February"
16,"5:23.4","1:23:58",1,131,138,38,11,180,1,78,190,323.4,"Z1","February"
17,"5:34.2","1:29:32",1,131,134,39,56,181,0,71,186,334.2,"Z1","February"
18,"5:21.1","1:34:53",1,131,134,0,19,180,1,70,186,321.1,"Z1","February"
19,"6:01.5","1:40:55",1,124,131,16,12,173,0,80,190,361.5,"Z1","February"
20,"5:20.1","1:46:15",1,131,136,13,9,182,1,73,187,320.1,"Z1","February"
21,"5:44.7","1:51:59",1,131,138,4,9,179,0,77,186,344.7,"Z1","February"
22,"1:35.8","1:53:35",0.27,130,131,0,0,180,0,26,187,95.8,"Z1","February"
1,"5:34.9","5:34.9",1,137,153,22,39,177,1,79,190,334.9,"Z1","February"
2,"5:19.3","10:54",1,131,153,23,14,180,1,78,190,319.3,"Z1","February"
3,"5:13.0","16:07",1,128,131,31,27,181,1,74,186,313,"Z1","February"
4,"5:12.0","21:19",1,132,141,6,5,181,1,75,190,312,"Z1","February"
5,"5:02.5","26:22",1,132,137,3,10,180,1,72,184,302.5,"Z1","February"
6,"5:14.1","31:36",1,136,139,0,1,179,1,77,187,314.1,"Z1","February"
7,"5:33.4","37:09",1,131,138,4,0,177,1,75,183,333.4,"Z1","February"
8,"5:43.1","42:52",1,128,139,4,4,175,1,71,186,343.1,"Z1","February"
9,"5:26.0","48:18",1,128,147,23,23,175,1,78,188,326,"Z1","February"
10,"5:40.2","53:59",1,127,160,205,209,180,0,79,186,340.2,"Z1","February"
11,"4:05.2","58:04",0.75,128,133,29,15,179,1,56,184,245.2,"Z1","February"
1,"6:16.0","6:16.0",1,117,136,20,33,179,0,79,189,376,"Z1","February"
2,"5:34.3","11:50",1,124,136,20,14,180,1,76,189,334.3,"Z1","February"
3,"5:20.6","17:11",1,128,133,20,17,180,1,76,186,320.6,"Z1","February"
4,"5:13.6","22:25",1,132,140,8,10,179,1,77,187,313.6,"Z1","February"
5,"5:01.4","27:26",1,131,136,0,4,180,1,71,184,301.4,"Z1","February"
6,"5:25.6","32:52",1,133,137,7,2,179,1,78,185,325.6,"Z1","February"
7,"5:34.1","38:26",1,132,142,4,5,175,1,76,188,334.1,"Z1","February"
